iter	MAE
601	599307.4689
602	599132.3978
603	598923.4441
604	598773.5123
605	598585.5748
606	598519.0422
607	598420.5808
608	598195.6583
609	597968.7576
610	597845.8191
611	597774.0295
612	597637.5138
613	597584.8036
614	597390.5151
615	597249.1916
616	597058.4023
617	596870.7041
618	596659.2926
619	596629.3425
620	596499.5388
621	596354.3075
622	596303.6159
623	596170.8236
624	596061.7538
625	595967.1658
626	595743.8816
627	595528.9641
628	595323.1558
629	595149.9319
630	595072.4316
631	594885.8717
632	594743.7049
633	594636.7956
634	594511.2284
635	594416.5323
636	594355.1078
637	594220.6711
638	594158.8464
639	594045.678
640	593938.9087
641	593717.939
642	593582.5277
643	593384.1764
644	593181.6656
645	592939.7147
646	592901.4518
647	592812.4814
648	592754.7398
649	592637.7938
650	592489.7264
651	592398.746
652	592244.013
653	592142.7431
654	592024.1823
655	591829.8681
656	591753.9975
657	591734.5354
658	591683.9044
659	591617.7088
660	591495.7518
661	591429.035
662	591311.718
663	591243.7641
664	590979.1535
665	590862.3858
666	590610.6177
667	590592.5698
668	590389.3148
669	590213.5938
670	590095.0022
671	590027.6419
672	589952.9227
673	589887.7935
674	589812.3757
675	589596.9631
676	589378.6974
677	589260.7753
678	589133.8261
679	589067.0347
680	589012.1114
681	588904.1751
682	588742.8071
683	588614.3335
684	588479.9899
685	588452.7657
686	588355.2017
687	588282.227
688	588209.0411
689	588036.2243
690	587872.7513
691	587735.0693
692	587443.3077
693	587378.439
694	587160.7064
695	586990.9705
696	586796.8671
697	586666.7225
698	586490.4272
699	586355.8508
700	586277.5747
701	586099.2161
702	585983.3761
703	585912.1232
704	585763.9439
705	585658.008
706	585426.4699
707	585405.4462
708	585196.3387
709	585134.9822
710	585063.4695
711	584931.4452
712	584648.9515
713	584592.9977
714	584459.782
715	584371.9295
716	584282.8019
717	584210.1301
718	584167.4287
719	584014.7941
720	583942.9085
721	583770.5566
722	583563.4565
723	583507.5027
724	583351.2413
725	583229.5839
726	583165.8235
727	583080.3672
728	583015.1231
729	582866.0552
730	582813.1073
731	582690.833
732	582518.4742
733	582468.9973
734	582360.0153
735	582305.1516
736	582174.4056
737	582112.6224
738	582041.1412
739	581961.9989
740	581812.8008
741	581716.9111
742	581667.3887
743	581432.3651
744	581282.7151
745	581031.2921
746	580913.2776
747	580824.0925
748	580659.3286
749	580459.6731
750	580424.4729
751	580326.2684
752	580158.0147
753	580049.1408
754	579976.104
755	579884.7332
756	579783.5696
757	579711.8863
758	579628.2278
759	579463.005
760	579383.5243
761	579167.5627
762	579115.5838
763	579103.0121
764	579021.5125
765	579002.9068
766	578864.238
767	578788.0162
768	578726.2794
769	578593.9387
770	578493.2698
771	578365.3848
772	578251.2541
773	578157.6643
774	578031.4747
775	577962.6656
776	577858.3852
777	577766.9071
778	577645.3824
779	577630.7165
780	577441.3939
781	577401.9355
782	577334.5237
783	577276.7415
784	577208.9546
785	577143.6811
786	577007.8026
787	576957.7831
788	576858.1096
789	576747.6369
790	576734.4297
791	576719.9265
792	576653.7648
793	576508.3406
794	576405.0556
795	576253.2768
796	576102.527
797	576062.9659
798	576048.5127
799	575940.9698
800	575667.2359
801	575594.6555
802	575524.1207
803	575476.844
804	575437.0073
805	575357.5041
806	575204.8841
807	575072.6357
808	574977.7651
809	574888.399
810	574852.0328
811	574758.4035
812	574504.1892
813	574383.9422
814	574259.0065
815	574155.0052
816	574082.4502
817	573918.9784
818	573876.6804
819	573813.0382
820	573716.1949
821	573672.2101
822	573625.0571
823	573592.9527
824	573442.9512
825	573263.3175
826	573093.0562
827	572922.627
828	572854.2804
829	572788.7125
830	572669.9573
831	572615.9061
832	572555.9337
833	572454.7646
834	572327.4973
835	572166.4553
836	572010.0647
837	571953.8052
838	571780.3552
839	571614.8515
840	571580.5249
841	571506.8666
842	571450.7023
843	571339.2872
844	571087.9024
845	571029.7202
846	570938.8316
847	570772.7739
848	570716.6645
849	570556.1536
850	570487.9918
851	570413.9955
852	570367.0404
853	570261.6605
854	570099.3792
855	570067.8623
856	569988.452
857	569890.9708
858	569856.2635
859	569790.0612
860	569735.6457
861	569686.1004
862	569580.6237
863	569505.8964
864	569354.2632
865	569296.9217
866	569247.2877
867	569193.2548
868	569091.1162
869	569062.0978
870	569015.1146
871	568978.3268
872	568925.7145
873	568881.3698
874	568851.0657
875	568754.6728
876	568651.0769
877	568581.3506
878	568349.8585
879	568319.6034
880	568083.3769
881	567966.2035
882	567927.5506
883	567827.3366
884	567696.2436
885	567336.3352
886	567324.4647
887	567206.439
888	566984.3501
889	566944.6462
890	566851.5787
891	566809.7849
892	566667.7382
893	566628.8554
894	566580.117
895	566547.3194
896	566491.515
897	566427.4039
898	566273.9145
899	566214.2778
900	566123.661
901	566079.5994
902	566035.8223
903	565967.8846
904	565920.9463
905	565853.1105
906	565800.8086
907	565751.4514
908	565720.2621
909	565470.5416
910	565423.1204
911	565356.6115
912	565261.3215
913	565187.3739
914	565094.1381
915	565061.8058
916	564913.9442
917	564833.4571
918	564763.5594
919	564650.8609
920	564579.6546
921	564501.57
922	564418.5671
923	564347.8414
924	564301.307
925	564109.0136
926	564055.8091
927	563890.2603
928	563748.6495
929	563692.599
930	563637.1945
931	563411.3469
932	563348.8522
933	563126.73
934	562936.8586
935	562880.0703
936	562830.0029
937	562718.5342
938	562613.7108
939	562555.4977
940	562500.5791
941	562443.1678
942	562398.1535
943	562326.1173
944	562244.4817
945	562086.398
946	561997.1378
947	561880.5518
948	561861.7089
949	561762.26
950	561623.1437
951	561579.1666
952	561463.1359
953	561418.9949
954	561327.2979
955	561232.8785
956	561198.9527
957	561188.3457
958	561172.9792
959	561131.041
960	561061.8309
961	560936.0063
962	560874.3597
963	560678.2161
964	560480.3154
965	560380.9581
966	560342.9536
967	560313.001
968	560294.4716
969	560174.8316
970	560068.0313
971	560003.2288
972	559946.7938
973	559875.0014
974	559816.7925
975	559773.8063
976	559519.1227
977	559496.3528
978	559443.577
979	559422.9092
980	559369.3422
981	559291.2796
982	559220.9173
983	559033.4453
984	558979.3842
985	558850.7549
986	558824.8723
987	558762.2974
988	558611.8451
989	558568.8277
990	558473.2462
991	558388.0919
992	558284.9921
993	558115.9761
994	558096.0356
995	558037.9045
996	557976.6315
997	557881.1072
998	557833.6325
999	557784.4454
1000	557696.8597
1001	557612.8187
1002	557583.0882
1003	557256.4733
1004	557129.3098
1005	557087.0159
1006	556999.4582
1007	556864.5636
1008	556815.1407
1009	556678.7504
1010	556612.1911
1011	556471.3573
1012	556370.5154
1013	556305.2576
1014	556210.8776
1015	556116.1907
1016	555962.7414
1017	555900.7566
1018	555884.0356
1019	555846.3813
1020	555706.3959
1021	555602.606
1022	555437.5091
1023	555398.8666
1024	555342.1631
1025	555310.6106
1026	555281.6208
1027	555270.1775
1028	555227.5485
1029	555124.9028
1030	555032.4982
1031	554968.6649
1032	554938.4119
1033	554841.4394
1034	554823.176
1035	554763.6939
1036	554695.4809
1037	554643.6499
1038	554356.3362
1039	554080.8407
1040	554015.1483
1041	553899.6668
1042	553864.3613
1043	553821.3677
1044	553739.4536
1045	553694.0889
1046	553642.1708
1047	553575.481
1048	553506.3474
1049	553458.9637
1050	553393.0792
1051	553328.8566
1052	553139.0902
1053	553117.7521
1054	553049.466
1055	553010.435
1056	552895.3965
1057	552792.8382
1058	552622.95
1059	552514.7447
1060	552473.4913
1061	552409.8713
1062	552390.7748
1063	552235.1481
1064	552121.3482
1065	552011.2811
1066	551924.4486
1067	551861.4687
1068	551779.0778
1069	551732.2363
1070	551657.0148
1071	551616.8437
1072	551532.1403
1073	551463.1061
1074	551412.2881
1075	551385.6882
1076	551339.8964
1077	551218.6126
1078	551199.6434
1079	551155.0892
1080	551117.2961
1081	551094.2822
1082	551036.7918
1083	550949.4224
1084	550843.9199
1085	550775.4063
1086	550643.3171
1087	550599.7895
1088	550550.7756
1089	550427.4163
1090	550186.918
1091	550141.0548
1092	550089.9521
1093	549994.4996
1094	549940.9
1095	549848.7371
1096	549711.768
1097	549605.6411
1098	549547.0154
1099	549496.1454
1100	549460.0106
1101	549417.5242
1102	549353.1619
1103	549300.5043
1104	549256.2523
1105	549169.9214
1106	549131.1157
1107	549052.5881
1108	549039.9113
1109	548935.5531
1110	548845.2284
1111	548758.0815
1112	548684.8548
1113	548624.6613
1114	548568.9291
1115	548520.4218
1116	548458.2146
1117	548428.6028
1118	548328.9612
1119	548262.7375
1120	548212.8149
1121	548199.2608
1122	548012.4767
1123	547963.7357
1124	547901.7978
1125	547859.6439
1126	547793.1675
1127	547761.5053
1128	547732.3299
1129	547608.0089
1130	547598.212
1131	547545.1005
1132	547473.8129
1133	547439.079
1134	547336.923
1135	547312.0313
1136	547249.1247
1137	547178.3466
1138	547136.866
1139	547081.2751
1140	547057.4369
1141	547008.4773
1142	546899.3489
1143	546846.6096
1144	546818.0793
1145	546651.1349
1146	546613.2699
1147	546511.6182
1148	546483.5338
1149	546459.272
1150	546438.2124
1151	546395.5372
1152	546363.4993
1153	546308.0304
1154	546233.8546
1155	546195.1011
1156	546171.4064
1157	546104.0533
1158	546070.7909
1159	545944.251
1160	545824.0107
1161	545702.5592
1162	545635.7097
1163	545523.4857
1164	545487.8193
1165	545458.5639
1166	545358.452
1167	545316.4259
1168	545294.8943
1169	545224.3281
1170	545167.5427
1171	545100.1516
1172	545051.3462
1173	545038.8794
1174	544967.6435
1175	544859.2593
1176	544784.1553
1177	544743.4638
1178	544661.7543
1179	544432.6757
1180	544379.502
1181	544279.2306
1182	544166.7253
1183	544124.6079
1184	544049.515
1185	544015.389
1186	543929.2583
1187	543901.9908
1188	543898.4325
1189	543765.6787
1190	543732.3783
1191	543684.2252
1192	543617.6044
1193	543564.7437
1194	543482.8997
1195	543460.7124
1196	543401.1355
1197	543382.7613
1198	543334.5683
1199	543292.2232
1200	543239.4277
1201	543233.4649
1202	543160.6251
1203	543065.9719
1204	543006.7014
1205	542977.127
1206	542909.5839
1207	542874.7542
1208	542807.8737
1209	542706.0567
1210	542694.6936
1211	542602.4003
1212	542385.7188
1213	542312.365
1214	542261.0873
1215	542241.9884
1216	542235.3213
1217	542186.1572
1218	542150.2866
1219	542123.12
1220	542074.9048
1221	542012.2955
1222	541904.2952
1223	541848.377
1224	541816.3106
1225	541758.8492
1226	541708.5177
1227	541669.1802
1228	541613.363
1229	541577.7371
1230	541522.5306
1231	541469.7915
1232	541419.0872
1233	541382.0963
1234	541353.1386
1235	541292.158
1236	541158.5784
1237	541101.9953
1238	541014.3635
1239	540982.4845
1240	540861.5988
1241	540847.6044
1242	540790.1093
1243	540758.7027
1244	540639.1742
1245	540609.2518
1246	540564.5102
1247	540526.7997
1248	540486.8041
1249	540381.0441
1250	540363.181
1251	540266.0581
1252	540247.7458
1253	540184.2031
1254	540079.5092
1255	540047.1397
1256	540035.1736
1257	540007.1162
1258	539984.047
1259	539922.6445
1260	539870.2003
1261	539812.9878
1262	539778.8976
1263	539651.8596
1264	539558.8289
1265	539540.4825
1266	539509.5874
1267	539455.4849
1268	539417.0545
1269	539362.7468
1270	539333.0665
1271	539295.0441
1272	539255.8863
1273	539138.0037
1274	539115.3606
1275	539053.3568
1276	538993.257
1277	538924.034
1278	538892.7652
1279	538799.7763
1280	538753.5777
1281	538696.5261
1282	538681.8075
1283	538633.478
1284	538579.8693
1285	538560.5246
1286	538523.1692
1287	538490.9832
1288	538475.5872
1289	538339.5714
1290	538298.3816
1291	538227.0324
1292	538194.1056
1293	538152.3519
1294	538100.5529
1295	538049.531
1296	538042.4787
1297	537984.8598
1298	537951.1823
1299	537889.34
1300	537844.222
1301	537807.3198
1302	537751.9317
1303	537716.4388
1304	537689.0164
1305	537638.9639
1306	537615.0996
1307	537562.0615
1308	537500.1219
1309	537438.4718
1310	537382.5239
1311	537337.852
1312	537332.91
1313	537289.231
1314	537274.375
1315	537235.7141
1316	537167.4979
1317	537047.5335
1318	536990.719
1319	536908.0373
1320	536835.5376
1321	536675.2875
1322	536424.5013
1323	536370.4463
1324	536265.7159
1325	536158.6583
1326	536045.781
1327	535999.0351
1328	535845.5516
1329	535787.2733
1330	535699.9587
1331	535673.1805
1332	535648.3156
1333	535605.2507
1334	535543.4308
1335	535464.2498
1336	535413.4991
1337	535378.3107
1338	535360.1291
1339	535230.3396
1340	535188.5642
1341	535114.0147
1342	535071.8661
1343	535038.6547
1344	534962.5544
1345	534928.4827
1346	534896.8235
1347	534821.9026
1348	534771.2471
1349	534712.2471
1350	534680.0533
1351	534670.4977
1352	534592.5362
1353	534509.3284
1354	534481.7008
1355	534424.3723
1356	534275.9928
1357	534218.7368
1358	534200.7557
1359	534139.223
1360	534060.5677
1361	534044.094
1362	533991.2394
1363	533925.2257
1364	533831.0595
1365	533727.7471
1366	533663.8724
1367	533588.9258
1368	533553.7582
1369	533530.7105
1370	533476.5714
1371	533295.4297
1372	533265.702
1373	533182.4516
1374	533094.6858
1375	533061.6174
1376	532957.0936
1377	532925.2417
1378	532887.4125
1379	532860.7196
1380	532847.388
1381	532791.8094
1382	532739.616
1383	532692.7836
1384	532678.6316
1385	532647.1424
1386	532633.7909
1387	532610.0551
1388	532582.7252
1389	532548.1949
1390	532521.9922
1391	532358.661
1392	532327.0168
1393	532281.6683
1394	532252.6519
1395	532185.0872
1396	532166.6316
1397	532146.6699
1398	532101.1258
1399	532074.5005
1400	532035.1917
1401	532004.8926
1402	531967.271
1403	531946.8402
1404	531938.8096
1405	531875.408
1406	531837.4445
1407	531760.7694
1408	531735.248
1409	531706.6407
1410	531648.2519
1411	531643.2496
1412	531617.0045
1413	531579.011
1414	531542.8195
1415	531500.8564
1416	531441.1703
1417	531409.5735
1418	531392.222
1419	531322.4433
1420	531253.1514
1421	531192.5537
1422	531155.3003
1423	531089.5593
1424	531046.5516
1425	530952.8491
1426	530910.2995
1427	530844.096
1428	530757.8073
1429	530708.828
1430	530640.8714
1431	530620.645
1432	530611.2887
1433	530470.9591
1434	530365.3934
1435	530326.4696
1436	530226.6744
1437	530168.7882
1438	530079.0698
1439	529987.1868
1440	529913.8043
1441	529897.2687
1442	529886.6965
1443	529836.6987
1444	529804.8618
1445	529768.6773
1446	529742.0196
1447	529709.3823
1448	529685.2569
1449	529650.683
1450	529633.9135
1451	529600.8168
1452	529542.1324
1453	529439.3994
1454	529318.7854
1455	529266.1655
1456	529240.4791
1457	529204.2805
1458	529191.2642
1459	529166.0465
1460	529046.6932
1461	529018.4161
1462	528966.3541
1463	528870.1102
1464	528850.0794
1465	528829.3299
1466	528665.0037
1467	528593.8591
1468	528563.7951
1469	528537.2706
1470	528511.2046
1471	528478.1709
1472	528445.7202
1473	528426.8318
1474	528370.125
1475	528338.9388
1476	528305.1784
1477	528289.0253
1478	528227.1852
1479	528180.7724
1480	528137.1065
1481	528086.4291
1482	527992.9085
1483	527958.9299
1484	527917.7392
1485	527781.1686
1486	527750.8031
1487	527733.7773
1488	527672.9535
1489	527650.2319
1490	527625.2389
1491	527587.7044
1492	527561.9843
1493	527475.5659
1494	527412.927
1495	527368.6757
1496	527338.2018
1497	527302.9336
1498	527239.1172
1499	527166.8201
1500	527112.6324
1501	527080.0445
1502	527068.5705
1503	527047.6297
1504	526973.6199
1505	526925.0146
1506	526888.1002
1507	526876.126
1508	526720.3542
1509	526662.6062
1510	526575.8493
1511	526539.6766
1512	526501.3807
1513	526468.9224
1514	526414.2126
1515	526321.8753
1516	526285.0009
1517	526249.3546
1518	526237.3969
1519	526217.1469
1520	526178.3787
1521	526175.1957
1522	526133.6175
1523	526079.2918
1524	526046.0092
1525	526028.2053
1526	526011.4967
1527	525980.9353
1528	525934.2076
1529	525870.0965
1530	525805.4125
1531	525715.3405
1532	525701.9
1533	525675.9764
1534	525604.5001
1535	525518.2458
1536	525512.766
1537	525461.1503
1538	525442.7666
1539	525400.6343
1540	525393.645
1541	525361.7012
1542	525314.5126
1543	525265.6153
1544	525220.3308
1545	525210.9814
1546	525113.911
1547	525112.9875
1548	525074.2652
1549	524935.9806
1550	524895.4283
1551	524825.6883
1552	524718.0138
1553	524706.8957
1554	524670.9131
1555	524630.264
1556	524603.3176
1557	524543.1589
1558	524526.6421
1559	524414.133
1560	524376.1628
1561	524370.7663
1562	524303.0393
1563	524286.4575
1564	524268.2918
1565	524210.7753
1566	524188.2498
1567	524156.5976
1568	524140.8865
1569	524084.5714
1570	524059.1464
1571	524031.1858
1572	523969.4419
1573	523941.029
1574	523929.1785
1575	523868.039
1576	523838.3788
1577	523809.9101
1578	523741.3097
1579	523722.1192
1580	523704.6827
1581	523687.374
1582	523615.2719
1583	523550.8639
1584	523458.3716
1585	523417.1236
1586	523369.729
1587	523351.6503
1588	523328.5898
1589	523281.5218
1590	523248.6163
1591	523184.9306
1592	523165.3135
1593	523144.6835
1594	523091.4244
1595	523055.2574
1596	523022.5227
1597	523011.1734
1598	522992.3678
1599	522946.7872
1600	522912.121
1601	522859.5953
1602	522834.8949
1603	522738.881
1604	522717.6714
1605	522691.5838
1606	522630.8818
1607	522593.2532
1608	522506.349
1609	522481.8395
1610	522379.1727
1611	522281.4272
1612	522221.5115
1613	522141.7634
1614	522105.5483
1615	522038.7177
1616	522031.2497
1617	521959.7479
1618	521912.9303
1619	521857.3044
1620	521819.0677
1621	521785.2059
1622	521750.1259
1623	521725.263
1624	521714.3529
1625	521700.5876
1626	521651.6392
1627	521628.9327
1628	521589.642
1629	521553.0984
1630	521509.044
1631	521455.4845
1632	521441.7014
1633	521404.805
1634	521365.7893
1635	521346.8008
1636	521322.5132
1637	521313.2713
1638	521269.9088
1639	521195.5113
1640	521160.3421
1641	521131.6995
1642	521102.9326
1643	521070.1125
1644	521035.0377
1645	520995.3729
1646	520959.8705
1647	520883.1212
1648	520787.2293
1649	520763.9026
1650	520665.9693
1651	520634.0513
1652	520624.7901
1653	520616.3225
1654	520581.697
1655	520553.1345
1656	520445.5518
1657	520401.2539
1658	520370.1501
1659	520327.595
1660	520298.7847
1661	520294.7076
1662	520241.4217
1663	520232.7589
1664	520210.9142
1665	520140.0251
1666	520127.683
1667	520105.657
1668	520073.7704
1669	520011.0734
1670	519920.1671
1671	519864.9604
1672	519813.6675
1673	519782.5379
1674	519762.5922
1675	519717.744
1676	519651.9945
1677	519630.6283
1678	519568.3849
1679	519540.2476
1680	519517.8435
1681	519505.9334
1682	519489.2594
