iter	Passed	Remaining
276	6165	249809
277	6186	249732
278	6209	249742
279	6226	249514
280	6245	249334
281	6271	249484
282	6287	249227
283	6303	248954
284	6325	248896
285	6344	248780
286	6373	249018
287	6400	249169
288	6420	249051
289	6445	249168
290	6464	249022
291	6488	249051
292	6508	248948
293	6528	248821
294	6548	248721
295	6575	248884
296	6595	248793
297	6620	248881
298	6642	248826
299	6662	248734
300	6685	248746
301	6708	248756
302	6730	248716
303	6754	248763
304	6780	248877
305	6797	248651
306	6819	248638
307	6839	248532
308	6858	248394
309	6879	248330
310	6900	248260
311	6921	248199
312	6944	248222
313	6966	248158
314	6991	248246
315	7016	248318
316	7040	248374
317	7060	248258
318	7078	248118
319	7104	248196
320	7123	248083
321	7148	248160
322	7168	248057
323	7189	248008
324	7216	248139
325	7236	248032
326	7254	247873
327	7275	247817
328	7309	248203
329	7332	248184
330	7353	248128
331	7376	248131
332	7398	248099
333	7417	247968
334	7442	248046
335	7463	247971
336	7479	247745
337	7496	247571
338	7519	247573
339	7545	247670
340	7567	247630
341	7590	247633
342	7617	247768
343	7642	247835
344	7666	247879
345	7685	247748
346	7706	247700
347	7724	247553
348	7748	247580
349	7773	247625
350	7793	247537
351	7812	247431
352	7835	247438
353	7855	247331
354	7875	247252
355	7896	247202
356	7921	247258
357	7940	247139
358	7959	247020
359	7978	246899
360	8002	246920
361	8023	246878
362	8046	246872
363	8069	246887
364	8091	246849
365	8111	246745
366	8133	246736
367	8154	246666
368	8178	246697
369	8194	246492
370	8215	246456
371	8242	246558
372	8261	246453
373	8286	246518
374	8306	246426
375	8326	246346
376	8347	246288
377	8376	246469
378	8399	246473
379	8422	246458
380	8442	246396
381	8468	246472
382	8495	246587
383	8520	246647
384	8542	246629
385	8562	246538
386	8581	246423
387	8599	246282
388	8619	246209
389	8644	246254
390	8666	246228
391	8682	246038
392	8703	245981
393	8726	245977
394	8747	245933
395	8768	245866
396	8795	245991
397	8821	246059
398	8842	246012
399	8869	246133
400	8891	246109
401	8915	246136
402	8940	246189
403	8960	246111
404	8980	246032
405	9001	245974
406	9022	245906
407	9045	245909
408	9064	245814
409	9083	245700
410	9104	245645
411	9125	245586
412	9140	245371
413	9160	245310
414	9178	245156
415	9200	245132
416	9223	245147
417	9248	245196
418	9272	245235
419	9296	245254
420	9318	245211
421	9342	245252
422	9369	245361
423	9392	245351
424	9414	245340
425	9438	245353
426	9459	245294
427	9482	245317
428	9502	245220
429	9524	245211
430	9544	245126
431	9565	245063
432	9584	244958
433	9606	244931
434	9624	244813
435	9648	244836
436	9665	244679
437	9686	244649
438	9708	244619
439	9726	244482
440	9746	244413
441	9765	244310
442	9788	244319
443	9808	244232
444	9828	244158
445	9848	244088
446	9869	244039
447	9888	243947
448	9916	244066
449	9939	244074
450	9959	244002
451	9981	243978
452	10003	243947
453	10026	243957
454	10046	243877
455	10065	243784
456	10085	243710
457	10104	243612
458	10124	243545
459	10152	243659
460	10177	243719
461	10199	243683
462	10219	243619
463	10238	243513
464	10259	243460
465	10285	243534
466	10308	243543
467	10333	243597
468	10359	243649
469	10389	243831
470	10414	243873
471	10438	243886
472	10459	243832
473	10482	243838
474	10501	243755
475	10524	243742
476	10543	243644
477	10563	243572
478	10584	243535
479	10606	243506
480	10626	243434
481	10642	243274
482	10662	243210
483	10687	243258
484	10702	243073
485	10724	243042
486	10745	242990
487	10773	243100
488	10797	243131
489	10821	243158
490	10846	243191
491	10865	243099
492	10893	243221
493	10915	243189
494	10939	243209
495	10964	243250
496	10986	243218
497	11003	243103
498	11028	243143
499	11043	242956
500	11067	242978
501	11090	242969
502	11110	242902
503	11128	242797
504	11149	242751
505	11175	242807
506	11196	242771
507	11215	242674
508	11236	242633
509	11260	242642
510	11284	242668
511	11304	242599
512	11329	242637
513	11357	242758
514	11384	242827
515	11403	242737
516	11422	242648
517	11440	242547
518	11459	242463
519	11482	242449
520	11503	242421
521	11525	242385
522	11548	242387
523	11571	242392
524	11595	242407
525	11614	242323
526	11638	242337
527	11655	242209
528	11681	242258
529	11707	242322
530	11729	242291
531	11748	242208
532	11774	242262
533	11798	242289
534	11816	242189
535	11836	242116
536	11856	242054
537	11878	242029
538	11897	241951
539	11920	241943
540	11943	241940
541	11967	241946
542	11988	241916
543	12008	241842
544	12029	241797
545	12049	241745
546	12071	241724
547	12097	241777
548	12113	241627
549	12136	241634
550	12156	241557
551	12177	241526
552	12197	241454
553	12217	241387
554	12244	241462
555	12268	241491
556	12300	241651
557	12331	241807
558	12364	242007
559	12397	242203
560	12421	242211
561	12451	242332
562	12479	242437
563	12500	242390
564	12531	242536
565	12555	242550
566	12578	242548
567	12603	242564
568	12625	242543
569	12645	242485
570	12667	242453
571	12687	242386
572	12709	242370
573	12731	242350
574	12748	242220
575	12769	242168
576	12793	242182
577	12817	242206
578	12833	242070
579	12854	242017
580	12874	241953
581	12898	241962
582	12928	242087
583	12947	242013
584	12971	242015
585	12994	242011
586	13015	241971
587	13041	242030
588	13065	242038
589	13097	242196
590	13120	242189
591	13143	242181
592	13165	242156
593	13186	242111
594	13207	242069
595	13233	242115
596	13258	242146
597	13284	242193
598	13304	242119
599	13323	242040
600	13346	242029
601	13366	241975
602	13391	241993
603	13414	241989
604	13438	242006
605	13465	242065
606	13488	242058
607	13509	242014
608	13530	241964
609	13550	241904
610	13571	241862
611	13596	241896
612	13622	241936
613	13643	241896
614	13668	241923
615	13692	241923
616	13715	241927
617	13737	241889
618	13758	241856
619	13779	241811
620	13801	241787
621	13824	241776
622	13847	241771
623	13872	241783
624	13891	241716
625	13914	241696
626	13944	241811
627	13964	241750
628	13986	241720
629	14001	241576
630	14026	241607
631	14044	241519
632	14070	241550
633	14096	241593
634	14134	241844
635	14175	242144
636	14202	242197
637	14234	242340
638	14267	242503
639	14297	242615
640	14334	242835
641	14371	243063
642	14396	243076
643	14419	243076
644	14455	243286
645	14494	243530
646	14529	243721
647	14554	243740
648	14587	243888
649	14622	244079
650	14657	244264
651	14686	244356
652	14727	244637
653	14754	244694
654	14776	244654
655	14804	244731
656	14826	244697
657	14852	244721
658	14873	244671
659	14895	244644
660	14914	244561
661	14939	244582
662	14960	244540
663	14983	244515
664	15005	244479
665	15020	244339
666	15041	244296
667	15057	244168
668	15079	244130
669	15099	244065
670	15119	243999
671	15143	244016
672	15167	244012
673	15184	243900
674	15209	243922
675	15229	243848
676	15251	243818
677	15270	243747
678	15287	243628
679	15316	243708
680	15359	244015
681	15385	244042
682	15416	244161
683	15444	244214
684	15471	244261
685	15497	244292
686	15579	245215
687	15614	245381
688	15636	245345
689	15661	245367
690	15684	245338
691	15704	245286
692	15734	245367
693	15749	245222
694	15769	245170
695	15793	245156
696	15816	245137
697	15839	245131
698	15863	245122
699	15885	245094
700	15902	244984
701	15922	244919
702	15957	245082
703	15978	245041
704	16003	245046
705	16029	245081
706	16051	245037
707	16068	244933
708	16086	244832
709	16103	244724
710	16122	244642
711	16144	244622
712	16159	244479
713	16181	244450
714	16203	244410
715	16226	244396
716	16246	244325
717	16266	244272
718	16290	244265
719	16308	244171
720	16334	244206
721	16358	244200
722	16386	244248
723	16412	244286
724	16438	244316
725	16464	244343
726	16481	244234
727	16502	244177
728	16523	244131
729	16545	244095
730	16573	244154
731	16592	244088
732	16611	244010
733	16636	244020
734	16658	243980
735	16679	243937
736	16694	243796
737	16713	243728
738	16732	243651
739	16757	243663
740	16781	243666
741	16803	243626
742	16823	243570
743	16848	243579
744	16874	243598
745	16894	243536
746	16916	243517
747	16944	243561
748	16962	243476
749	16985	243462
750	17011	243490
751	17034	243464
752	17061	243510
753	17081	243447
754	17105	243441
755	17124	243368
756	17146	243331
757	17162	243214
758	17183	243174
759	17206	243152
760	17227	243114
761	17251	243104
762	17279	243156
763	17301	243133
764	17324	243106
765	17345	243061
766	17370	243069
767	17401	243170
768	17430	243239
769	17451	243190
770	17474	243171
771	17498	243163
772	17520	243128
773	17544	243124
774	17565	243085
775	17591	243109
776	17611	243052
777	17632	243000
778	17653	242950
779	17674	242905
780	17693	242841
781	17717	242835
782	17742	242839
783	17761	242775
784	17786	242778
785	17809	242768
786	17831	242728
787	17846	242605
788	17866	242539
789	17890	242537
790	17909	242474
791	17932	242454
792	17954	242423
793	17984	242495
794	18009	242508
795	18029	242443
796	18051	242410
797	18075	242406
798	18096	242362
799	18117	242315
800	18137	242258
801	18151	242122
802	18175	242121
803	18194	242052
804	18216	242023
805	18238	241985
806	18257	241922
807	18277	241862
808	18301	241851
809	18324	241837
810	18343	241772
811	18364	241717
812	18386	241690
813	18410	241694
814	18434	241678
815	18451	241582
816	18464	241446
817	18489	241449
818	18507	241360
819	18529	241335
820	18546	241235
821	18567	241196
822	18587	241142
823	18608	241098
824	18627	241032
825	18647	240977
826	18669	240941
827	18690	240905
828	18715	240904
829	18738	240889
830	18761	240876
831	18786	240888
832	18813	240912
833	18834	240869
834	18855	240827
835	18878	240810
836	18902	240809
837	18926	240804
838	18946	240746
839	18974	240798
840	18991	240697
841	19013	240673
842	19036	240658
843	19059	240635
844	19082	240618
845	19106	240613
846	19133	240649
847	19154	240604
848	19177	240584
849	19198	240540
850	19215	240454
851	19238	240431
852	19258	240378
853	19283	240391
854	19305	240357
855	19331	240373
856	19363	240471
857	19387	240462
858	19409	240433
859	19433	240432
860	19455	240400
861	19474	240338
862	19497	240320
863	19518	240274
864	19536	240200
865	19556	240144
866	19578	240116
867	19602	240105
868	19624	240077
869	19644	240018
870	19669	240030
871	19688	239961
872	19712	239961
873	19733	239919
874	19757	239906
875	19780	239890
876	19802	239859
877	19823	239829
878	19843	239771
879	19868	239781
880	19890	239741
881	19911	239703
882	19932	239665
883	19952	239609
884	19986	239729
885	20006	239675
886	20031	239677
887	20052	239631
888	20073	239590
889	20093	239540
890	20108	239431
891	20128	239381
892	20155	239404
893	20174	239340
894	20198	239335
895	20218	239285
896	20245	239309
897	20271	239326
898	20289	239258
899	20310	239216
900	20331	239168
901	20354	239156
902	20375	239115
903	20397	239080
904	20422	239089
905	20447	239093
906	20464	239008
907	20487	238991
908	20513	239007
909	20531	238936
910	20551	238883
911	20569	238803
912	20589	238753
913	20610	238706
914	20631	238671
915	20655	238664
916	20676	238621
917	20700	238624
918	20724	238611
919	20745	238574
920	20764	238513
921	20785	238466
922	20807	238438
923	20829	238417
924	20851	238388
925	20870	238323
926	20893	238307
927	20911	238233
928	20931	238178
929	20948	238096
930	20967	238035
931	20991	238029
932	21012	237980
933	21032	237931
934	21053	237891
935	21073	237845
936	21095	237818
937	21116	237774
938	21140	237770
939	21164	237759
940	21184	237711
941	21208	237707
942	21228	237656
943	21255	237686
944	21277	237651
945	21300	237642
946	21318	237560
947	21338	237518
948	21362	237511
949	21383	237465
950	21407	237460
951	21430	237441
952	21451	237406
953	21473	237377
954	21493	237331
955	21519	237343
956	21540	237308
957	21558	237233
958	21580	237208
959	21600	237156
960	21624	237153
961	21643	237089
962	21662	237027
963	21681	236965
964	21705	236964
965	21729	236954
966	21749	236908
967	21772	236888
968	21793	236845
969	21817	236844
970	21839	236810
971	21862	236801
972	21884	236770
973	21904	236724
974	21924	236673
975	21948	236668
976	21973	236669
977	22000	236692
978	22021	236661
979	22040	236603
980	22060	236549
981	22083	236535
982	22103	236487
983	22129	236500
984	22145	236402
985	22165	236352
986	22187	236327
987	22211	236322
988	22233	236300
989	22256	236280
990	22280	236269
991	22305	236278
992	22327	236250
993	22354	236273
994	22374	236223
995	22396	236199
996	22421	236199
997	22442	236164
998	22465	236145
999	22487	236118
1000	22507	236068
1001	22529	236044
1002	22554	236046
1003	22576	236016
1004	22598	235994
1005	22619	235949
1006	22638	235893
1007	22656	235824
1008	22677	235782
1009	22694	235703
1010	22715	235669
1011	22737	235640
1012	22759	235619
1013	22779	235570
1014	22802	235549
1015	22823	235515
1016	22849	235526
1017	22869	235475
1018	22886	235402
1019	22901	235297
1020	22921	235253
1021	22947	235264
1022	22979	235343
1023	23006	235366
1024	23030	235357
1025	23050	235308
1026	23072	235286
1027	23093	235245
1028	23120	235276
1029	23142	235247
1030	23166	235236
1031	23187	235202
1032	23218	235264
1033	23242	235259
1034	23269	235279
1035	23296	235302
1036	23320	235294
1037	23363	235482
1038	23388	235485
1039	23416	235511
1040	23446	235567
1041	23475	235612
1042	23501	235622
1043	23530	235669
1044	23555	235665
1045	23573	235601
1046	23607	235692
1047	23631	235680
1048	23655	235672
1049	23685	235722
1050	23711	235738
1051	23743	235808
1052	23768	235806
1053	23789	235772
1054	23818	235811
1055	23849	235875
1056	23875	235888
1057	23898	235871
1058	23923	235866
1059	23953	235920
1060	23978	235918
1061	24007	235962
1062	24033	235967
1063	24058	235971
1064	24087	236010
1065	24113	236024
1066	24140	236039
1067	24167	236062
1068	24193	236076
1069	24216	236054
1070	24240	236045
1071	24269	236085
1072	24294	236083
1073	24322	236113
1074	24351	236156
1075	24378	236173
1076	24417	236312
1077	24445	236336
1078	24481	236439
1079	24510	236479
1080	24541	236534
1081	24564	236515
1082	24590	236525
1083	24620	236577
1084	24649	236610
1085	24676	236629
1086	24705	236666
1087	24734	236707
1088	24760	236716
1089	24785	236709
1090	24813	236742
1091	24839	236745
1092	24861	236716
1093	24883	236689
1094	24914	236743
1095	24940	236751
1096	24965	236747
1097	24995	236800
1098	25030	236887
1099	25052	236864
1100	25077	236856
1101	25103	236862
1102	25127	236856
1103	25155	236883
1104	25181	236889
1105	25205	236872
1106	25234	236910
1107	25262	236936
1108	25287	236931
1109	25309	236904
1110	25333	236896
1111	25369	236992
1112	25394	236994
1113	25431	237097
1114	25457	237112
1115	25489	237171
1116	25516	237183
1117	25533	237110
1118	25557	237098
1119	25588	237152
1120	25619	237200
1121	25645	237206
1122	25671	237211
1123	25693	237188
1124	25720	237200
1125	25748	237222
1126	25773	237222
1127	25801	237243
1128	25827	237248
1129	25851	237239
1130	25879	237267
1131	25904	237263
1132	25924	237210
1133	25948	237198
1134	25975	237214
1135	26011	237304
1136	26038	237323
1137	26062	237308
1138	26088	237312
1139	26107	237256
1140	26134	237268
1141	26159	237264
1142	26186	237281
1143	26210	237265
1144	26242	237329
1145	26273	237374
1146	26304	237432
1147	26340	237522
1148	26362	237487
1149	26384	237461
1150	26408	237449
1151	26435	237458
1152	26455	237408
1153	26484	237444
1154	26508	237426
1155	26529	237389
1156	26555	237396
1157	26578	237366
1158	26607	237401
1159	26639	237455
1160	26668	237487
1161	26693	237486
1162	26720	237498
1163	26747	237509
1164	26776	237541
1165	26803	237553
1166	26824	237510
1167	26851	237528
1168	26877	237527
1169	26903	237532
1170	26925	237503
1171	26947	237471
1172	26971	237453
1173	26996	237446
1174	27029	237512
1175	27055	237521
1176	27083	237542
1177	27109	237546
1178	27135	237542
1179	27160	237535
1180	27187	237546
1181	27209	237518
1182	27231	237490
1183	27258	237499
1184	27289	237544
1185	27311	237509
1186	27337	237517
1187	27364	237523
1188	27392	237548
1189	27417	237540
1190	27438	237501
1191	27470	237556
1192	27496	237557
1193	27520	237545
1194	27547	237557
1195	27576	237580
1196	27606	237619
1197	27634	237637
1198	27662	237656
1199	27684	237624
1200	27713	237649
1201	27736	237625
1202	27759	237608
1203	27784	237594
1204	27802	237531
1205	27829	237544
1206	27853	237525
1207	27875	237495
1208	27902	237508
1209	27924	237470
1210	27944	237424
1211	27966	237394
1212	27991	237382
1213	28017	237383
1214	28056	237499
1215	28079	237478
1216	28106	237482
1217	28132	237489
1218	28160	237508
1219	28193	237565
1220	28220	237570
1221	28247	237586
1222	28274	237590
1223	28299	237586
1224	28328	237609
1225	28357	237634
1226	28376	237582
1227	28405	237609
1228	28433	237625
1229	28456	237596
1230	28482	237603
1231	28513	237646
1232	28546	237701
1233	28565	237646
1234	28588	237616
1235	28617	237646
1236	28645	237661
1237	28669	237645
1238	28692	237625
1239	28714	237591
1240	28738	237573
1241	28765	237582
1242	28797	237633
1243	28827	237666
1244	28853	237662
1245	28871	237600
1246	28895	237581
1247	28919	237564
1248	28938	237507
1249	28961	237480
1250	28985	237466
1251	29007	237434
1252	29046	237542
1253	29075	237566
1254	29099	237547
1255	29124	237536
1256	29148	237521
1257	29172	237509
1258	29197	237501
1259	29224	237503
1260	29252	237521
1261	29280	237537
1262	29299	237483
1263	29324	237476
1264	29356	237522
1265	29377	237479
1266	29406	237505
1267	29433	237507
1268	29457	237496
1269	29479	237458
1270	29507	237473
1271	29535	237488
1272	29565	237524
1273	29587	237492
1274	29617	237523
1275	29641	237507
1276	29667	237499
1277	29694	237506
1278	29721	237516
1279	29747	237512
1280	29771	237494
1281	29800	237519
1282	29831	237558
1283	29851	237513
1284	29878	237516
1285	29905	237519
1286	29927	237492
1287	29951	237474
1288	29998	237635
1289	30034	237718
1290	30079	237859
1291	30109	237889
1292	30133	237875
1293	30160	237882
1294	30187	237884
1295	30212	237874
1296	30242	237908
1297	30270	237920
1298	30294	237900
1299	30324	237932
1300	30347	237905
1301	30373	237905
1302	30397	237888
1303	30427	237913
1304	30452	237904
1305	30482	237930
1306	30516	237993
1307	30567	238184
1308	30689	238931
1309	30739	239109
1310	30766	239114
1311	30791	239103
1312	30821	239129
1313	30847	239127
1314	30873	239124
1315	30899	239119
1316	30925	239118
1317	30958	239167
1318	30986	239179
1319	31014	239184
1320	31041	239187
1321	31078	239274
1322	31106	239282
1323	31131	239272
1324	31155	239253
1325	31181	239249
1326	31210	239265
1327	31234	239247
1328	31259	239229
1329	31285	239226
1330	31310	239214
1331	31342	239253
1332	31366	239239
1333	31401	239303
1334	31432	239337
1335	31459	239336
1336	31485	239328
1337	31510	239317
1338	31533	239292
1339	31572	239383
1340	31621	239552
1341	31649	239561
1342	31675	239557
1343	31706	239587
1344	31741	239654
1345	31766	239637
1346	31815	239812
1347	31857	239921
1348	31885	239932
1349	31918	239982
1350	31953	240040
1351	31976	240013
1352	32006	240038
1353	32041	240095
1354	32070	240112
1355	32117	240261
1356	32149	240302
1357	32177	240309
1358	32205	240319
1359	32225	240267
1360	32253	240277
1361	32279	240271
1362	32307	240277
1363	32334	240280
1364	32360	240276
1365	32395	240335
1366	32433	240415
1367	32467	240469
1368	32500	240512
1369	32531	240542
1370	32561	240562
1371	32590	240579
1372	32618	240591
1373	32655	240664
1374	32683	240667
1375	32708	240657
1376	32738	240676
1377	32765	240673
1378	32797	240713
1379	32829	240747
1380	32860	240779
1381	32889	240789
1382	32916	240795
1383	32949	240836
1384	32981	240871
1385	33012	240900
1386	33040	240907
1387	33068	240916
1388	33093	240895
1389	33157	241167
1390	33196	241254
1391	33228	241285
1392	33258	241308
1393	33293	241366
1394	33328	241424
1395	33362	241473
1396	33396	241523
1397	33426	241541
1398	33453	241536
1399	33488	241595
1400	33531	241711
1401	33577	241840
1402	33619	241947
1403	33662	242062
1404	33698	242128
1405	33731	242168
1406	33768	242233
1407	33799	242259
1408	33825	242255
1409	33853	242259
1410	33889	242317
1411	33922	242358
1412	33952	242376
1413	34003	242545
1414	34029	242538
1415	34067	242608
1416	34099	242641
1417	34148	242798
1418	34181	242837
1419	34205	242812
1420	34241	242871
1421	34268	242866
1422	34295	242867
1423	34325	242884
1424	34345	242832
1425	34379	242872
1426	34409	242893
1427	34436	242886
1428	34464	242893
1429	34493	242902
1430	34519	242889
1431	34551	242924
1432	34583	242949
1433	34619	243013
1434	34655	243074
1435	34688	243112
1436	34716	243114
1437	34745	243119
1438	34772	243115
1439	34801	243128
1440	34827	243112
1441	34856	243123
1442	34887	243149
1443	34915	243152
1444	34951	243211
1445	34981	243226
1446	35009	243225
1447	35044	243279
1448	35071	243276
1449	35100	243284
1450	35127	243274
1451	35171	243389
1452	35202	243412
1453	35231	243421
1454	35265	243463
1455	35296	243490
1456	35323	243481
1457	35350	243475
1458	35379	243486
1459	35400	243439
1460	35436	243497
1461	35467	243517
1462	35496	243525
1463	35521	243503
1464	35549	243510
1465	35576	243501
1466	35612	243556
1467	35637	243539
1468	35671	243582
1469	35700	243590
1470	35722	243552
1471	35752	243564
1472	35781	243573
1473	35816	243623
1474	35847	243644
1475	35876	243652
1476	35905	243657
1477	35933	243660
1478	35958	243639
1479	35985	243633
1480	36015	243643
1481	36042	243641
1482	36070	243637
1483	36095	243622
1484	36115	243568
1485	36140	243550
1486	36158	243481
1487	36188	243491
1488	36219	243515
1489	36247	243517
1490	36278	243537
1491	36306	243536
1492	36330	243509
1493	36362	243533
1494	36386	243508
1495	36409	243474
1496	36431	243434
1497	36463	243463
1498	36488	243441
1499	36511	243409
1500	36535	243385
1501	36558	243353
1502	36585	243342
1503	36615	243355
1504	36639	243331
1505	36669	243346
1506	36695	243326
1507	36721	243315
1508	36746	243297
1509	36777	243318
1510	36802	243298
1511	36830	243293
1512	36852	243258
1513	36885	243286
1514	36908	243251
1515	36930	243217
1516	36954	243188
1517	36978	243161
1518	37009	243182
1519	37035	243165
1520	37065	243180
1521	37091	243163
1522	37116	243144
1523	37149	243179
1524	37176	243169
1525	37213	243228
1526	37233	243177
1527	37257	243146
1528	37280	243117
1529	37306	243099
1530	37336	243116
1531	37359	243083
1532	37381	243040
1533	37404	243010
1534	37430	242996
1535	37449	242931
1536	37476	242923
1537	37500	242900
1538	37521	242851
1539	37553	242877
1540	37578	242860
1541	37608	242867
1542	37635	242862
1543	37664	242869
1544	37694	242876
1545	37719	242857
1546	37744	242836
1547	37769	242816
1548	37798	242820
1549	37823	242801
1550	37848	242780
1551	37873	242762
1552	37898	242737
1553	37919	242695
1554	37949	242708
1555	37981	242727
1556	38008	242721
1557	38034	242708
1558	38060	242693
1559	38086	242682
1560	38112	242667
1561	38136	242641
1562	38160	242612
1563	38188	242607
1564	38229	242691
1565	38258	242693
1566	38280	242656
1567	38304	242629
1568	38330	242612
1569	38355	242592
1570	38381	242576
1571	38405	242552
1572	38430	242531
1573	38458	242525
1574	38484	242510
1575	38512	242511
1576	38542	242522
1577	38568	242504
1578	38599	242524
1579	38623	242497
1580	38650	242486
1581	38677	242478
1582	38713	242530
1583	38735	242489
1584	38762	242481
1585	38790	242475
1586	38813	242446
1587	38837	242418
1588	38861	242390
1589	38887	242375
1590	38913	242361
1591	38942	242363
1592	38972	242370
1593	39001	242377
1594	39026	242358
1595	39057	242369
1596	39089	242392
1597	39116	242383
1598	39144	242380
1599	39167	242346
1600	39192	242329
1601	39232	242398
1602	39263	242412
1603	39290	242403
1604	39310	242353
1605	39340	242360
1606	39365	242339
1607	39398	242368
1608	39423	242345
1609	39467	242445
1610	39494	242436
1611	39521	242425
1612	39543	242387
1613	39568	242364
1614	39598	242374
1615	39630	242390
1616	39646	242319
1617	39673	242308
1618	39696	242275
1619	39724	242273
1620	39753	242275
1621	39774	242228
1622	39797	242194
1623	39814	242122
1624	39832	242061
1625	39857	242037
1626	39881	242008
1627	39906	241987
1628	39936	241999
1629	39966	242003
1630	39991	241983
1631	40024	242008
1632	40055	242025
1633	40075	241971
1634	40101	241959
1635	40127	241941
1636	40151	241915
1637	40175	241886
1638	40203	241885
1639	40227	241855
1640	40267	241926
1641	40294	241916
1642	40318	241885
1643	40344	241870
1644	40368	241842
1645	40391	241808
1646	40414	241777
1647	40442	241772
1648	40474	241790
1649	40500	241773
1650	40530	241780
1651	40558	241777
1652	40584	241765
1653	40610	241747
1654	40636	241731
1655	40666	241738
1656	40691	241718
1657	40726	241753
1658	40757	241768
1659	40783	241753
1660	40806	241716
1661	40823	241650
1662	40849	241631
1663	40878	241638
1664	40901	241601
1665	40925	241570
1666	40951	241558
1667	40974	241526
1668	41008	241553
